,tokens,label,size
9502,"['정말', '감동', '의', '도가니', 'ㅠㅠ']",10,5
9503,"['처음', '으로', '리뷰', '쓰', '는데', '정말', '오랜만', '에', '돈', '이', '아깝', '지', '않', '은', '영화', '였', '어요']",10,17
9504,"['너무', '감동', '적', '이', '었', '어요', 'ㅠㅠ']",10,7
9505,"['돈', '이', '전혀', '아깝', '지', '않', '던', '영화', '였', '어요', '재미', '와', '감동', '모두', '를', '잡', '은', '그런', '영화', '였', '음']",10,21
9506,"['너무', '슬퍼서', '계속', '울', '었', '내요']",10,6
9507,"['평점', '이', '과대', '된', '영화', '억지로', '감동', '주', '려는', '것', '같', '은', '구성', '도', '별로', '였', '고']",3,17
9508,"['너무', '많이', '울', '었', '어요']",10,5
9509,"['정말', '슬', '픔ㅠ', '영화', '보', '는', '내내', '울', '었', '음', 'ㅠㅜ']",10,11
9510,"['폭풍', '눈물', '흘렸', '습니다', '진짜', '너무', '재미있', '어요', 'ㅠㅠ', '재밌', '고', '감동', '적', '이', '고', '연기', '잘', '함']",10,18
9511,"['범죄자', '주인공', '외', '들', '을', '너무', '미', '화', '시킨다', '재미', '도', '없', '으면서', '논란거리', '는', '많', '은', '영화', '베를린', '볼', '걸']",1,21
9512,"['최고', '의', '영화']",9,3
9513,"['기대', '를', '하', '고', '봐서', '그런지', '살짝', '아쉬웠', '지먼', '그래도', '넘', '감동', '적', '이', '였', '어요', 'ㅠㅠ']",6,17
9514,"['추천', '강추', '웃음', '눈물', '다', '있', '는', '영화']",10,8
9515,"['재미', '감동', '모두', '괜찮', '았', 'ㄷ']",8,6
9516,"['펑펑', '울', '었', '어요']",10,4
9517,"['안', '보', '면', '정말', '후회', '함']",10,6
9518,['ㅠㅠ'],10,1
9519,"['처음', '엔', '웃기', '고', '재미', '잇', '지만', '마지막', '엔', '감동', '적', '이', '고', '슬', '펏다']",10,15
9520,"['진짜', '재', '밋', '음', '뭔가', '아직', '도', '용구', '말투', '가', '생각', '남', 'ㅋㅋ', 'ㅋㅋ', '끝', '나', '고', '나', '서', '뭔가', '멍', '한', '기분', '재', '밋', '어', '요', '보', '세요']",10,29
9521,"['짱', '말', '이', '필요', '엄', '슴']",10,6
9522,"['진짜', '죽', '기', '전', '에', '꼭', '바야', '할', '영화', '이', '에요', 'ㅠㅠㅠ']",10,12
9523,"['재밌', '으면서', '슬프', '다기에', '이상', '한', '장르', '라', '생각', '했', '는데', '말', '할', '필요', '없', '는', '최고', '의', '작품']",10,19
9524,"['진짜', '강추', '하', '는', '영화', '살', '면서', '영화', '보', '고', '펑펑', '운적', '없', '을', '듯', '말', '이', '필요', '없', '고', '대박']",10,21
9525,"['전', '솔직히', '최고', '의', '영화', '는', '아니', '었', '는데', '여자', '치구', '가', '최고', '의', '영화', '라', '칭호', '해서', 'ㅎ', '재밌', '기', '는', '재미났', '어여', 'ㅎ']",10,25
9526,"['거짓말', '안', '하', '고', '잼', '있', '고', '슬프', '고', '감동', 'ㅎ', '류승룡', '씨', '연기', '갑', '이', '네']",10,17
9527,"['코미디', '와', '감동', '까지', '두', '마리', '토끼', '를', '보여준', '영화', '였', '습니다', '배우', '들', '의', '모든', '연기력', '까지', '흠잡', '을', '수', '없', '었', '습니다', '특히', '아이', '와', '아빠', '의', '사랑', '은', '폭풍', '눈물', '이', '쏟아져', '요']",10,36
9528,"['최고', '다', '진짜', 'ㅋㅋㅋ', 'ㅋㅋㅋ', 'ㅋㅋㅋ', 'ㅋㅋㅋ', 'ㅋㅋㅋ', 'ㅋㅋㅋ', 'ㅋㅋㅋ']",10,10
9529,"['정말', '정말', '잘', '봤', '습니다', 'ㅠ', '완전', '코끝', '이', '찡해', '지', '네요', '예승', '이', '너무', '귀여워', '요', 'ㅠ']",10,18
9530,"['정말', '정말', '최고', '구요', '지구', '상', '누구', '에게', '나', '추천', '해도', '좋', '을', '것', '같', '아요']",10,16
9531,"['완전', '감동', '입니다', '영화', '정말', '기대', '이상', '이', '네요', '감동', '을', '느낄', '수', '있', '는', '그런', '영화', '였', '습니다', '점', '을', '줘도', '아깝', '지', '않', '네요', '번방', '의', '선물', '화이팅']",10,30
9532,"['정말', '너무', '재미있', '고', '또', '감동', '적', '인', '영화', '예요', '꼭', '보', '세요', '친구', '들', '이랑', '봤', '는데', '같이', '엉엉', '울', '면서', '나왔', '어요', 'ㅠㅠ']",10,25
9533,"['진짜', '대박', '대박', '대박']",10,4
9534,"['간만에', '볼', '만', '한', '한국', '영화', '네요']",10,7
9535,"['그냥', '이건', '짱']",10,3
9536,"['후유증', '쩐', '다', 'ㅠㅠ']",10,4
9537,"['굿', '둑']",10,2
9538,"['흐엉', '올', '만', '에', '영화', '봤', '는대', '엄청나', '게', '눈물', '콧물', '흘렸', '네요', 'ㅠㅜ', '어린', '예승', '이', '연기', '진짜', '잘', '하', '네요', '예승', '이', '때문', '에', '펑펑', '울', '었', '엉', 'ㅠㅜ', '어느', '순간', '눈물', '이', '뚝뚝', '재미있', '고', '감동', '적']",10,40
9539,"['최고', '다', 'ㅠㅠ']",10,3
9540,"['재밌', '네요', '감동', '도', '있', '고']",9,6
9541,"['기대', '하', '면서', '보', '든', '걍', '시간', '때', '울', '려고', '보', '든', '일단', '보', '세요', '결국', '엔', '울', '꺼', '니까']",10,20
9542,"['와', '이건', '정말']",10,3
9543,"['말', '이', '필요', '없', '슴', '쵝오', '근데', '기자', '들', '전문가', '들', '은', '평점', '이', '왜', '저', '모양', '쓰레기', '냐']",10,19
9544,"['최고', '다']",10,2
9545,['ㅠㅠ'],10,1
9546,"['나', '는', '울', '었', '어']",10,5
9547,"['일단', '볼까', '말', '까', '망설이', '시', '는', '분', '들', '은', '무조건', '보', '세요', '나오', '실', '땐', '감동', '과', '재미', '를', '함께', '달', '고', '눈물', '흘리', '며', '나오', '실', '겁니다', '그리고', '이', '영화', '이거', '후유증', '도', '엄청', '큽니다', '저', '는', '지금']",10,40
9548,"['여자', '친구', '랑', '보', '는데', '감동', '이', '상당', '합니다', '여자', '친구', '울', '고', '저', '도', '울음', '을', '참', '다', '참', '다', '못', '참', '고', '훌쩍']",10,25
9549,"['재미있', '고', '감동', '적', '이', '었', '습니다', 'ㅎㅎ', '배우', '들', '연기', '는', '일품', '이', '었', '습니다', '하지만', '평점', '에', '비해', '작품', '자체', '의', '우수', '성', '은', '별로', '없', '는', '편', '입니다']",7,31
9550,"['눈물샘', '을', '자극', '하', '는', '스토리', '극', '의', '구성', '이', '작위', '적', '이', '긴', '하나', '주인공', '의', '주위', '상', '횡', '에선', '모든', '게', '동감', '된다', '간혹', '극', '의', '재미', '를', '위해', '쌩', '뚱', '맞', '은', '장면', '이', '있', '지만', '영화']",10,40
9551,"['영화', '보', '면서', '이렇게', '울', '어', '보', '긴', '처음', '이', '네요', 'ㅠㅠ정말', '최고', '입니다']",10,14
9552,"['진짜', '감동', '입니다', '아', '개', '울', '었', '네']",10,8
9553,"['보', '는', '내내', '웃음', '과', '눈물', '을', '끊이', '지', '않', '게', '했', '던', '영화', 'ㅜㅜ', '배우', '들', '의', '연기', '도', '정말', '일품', '이', '구', '스토리', '도', '탄탄', '하', '구', '최고', '의', '감동', '영화', '입니다', '강추', '강추']",10,36
9554,"['오늘', '롯데시네마', '가', '서', '보', '구', '왔', '는데', '감동', '적', '이', '다', 'ㅠㅠ']",10,13
9555,"['진짜', '곳곳', '에', '감동', '이', '숨', '어', '있', '음']",10,9
9556,"['재밌', '다는', '친구', '말', '에', '진짜', '재밌', '는', '영화', '인', '줄', '낚였', '어요', 'ㅋㅋㅋ', '시작', '하', '자마자', '감동', 'ㅠㅠㅠ', '울고불', '고', '그랬', '어여']",10,23
9557,"['잘', '봤', '어요']",10,3
9558,['굿'],10,1
9559,"['보', '고', '싶', '다', 'ㅠ', 'ㅠ겁나', '슬프', '고', '겁나', '웃기', '다는데', '완전', '기대', '꼭', '봐야지']",10,15
9560,"['간만에', '울', '었', '네', '연기', '잘', '하', '십니다', '다', '들']",10,10
9561,"['아', '장난', '아니', '다', '너무', '슬펐', '던', '영화', 'ㅠㅡㅠ오랜만에', '돈', '아깝', '지', '않', '게', '봤', '던', '거', '같', '애서', '만족', 'ㅋㅋ', '아이', '가', '있', '어서', '더', '마음', '이', '아팠', '네', '욤']",10,31
9562,"['최고', '엿', '다']",10,3
9563,"['감동', '적', '이', '기', '했으나', '눈물', '이', '고', '일', '정도', '는', '아니', '었', '다', '영화관', '에', '우', '는', '사람', '이', '많', '기', '는', '했', '다']",7,25
9564,"['으', '헝', '헝', '헝', '헝', '눈물', '폭풍']",10,7
9565,"['진심', '슬프', '고', '재미있', '었', '어요']",10,6
9566,"['평점', '왜', '이렇게', '높', '지', '갑자기', '억지', '스러운', '마무리', '때문', '인지', '감동', '받', '다가', '말', '았', '는데']",2,17
9567,"['웃음', '감동', '모두', '완벽', '했어요']",10,5
9568,"['대박', '그냥', '대박']",10,3
9569,"['정말', '감동', '이', '었', '습니다', 'ㅎㅎㅎ', '웃', '다가', '울', '다가', '순수', '한', '용구', '와', '딸', '모처럼', '찡', '한', '감동', '을', '받', '았', '습니다']",10,23
9570,"['울', '다가', '웃', '다가', '정말', '재밌', '습니다', '유승룡', '진짜', '연기', '잘', '해요', 'ㅜㅜㅜ']",10,13
9571,"['감', '동', 'ㅋㅋㅋ', 'ㅋㅋㅋ']",10,4
9572,"['놓치', '지', '마세요', '백', '번', '은', '더', '보', '고', '싶', '은', '영화']",10,12
9573,"['이거', '보다', '철가방', '우수', '씨', '가', '더', '감동', '인', '듯']",6,10
9574,"['ㅠㅠㅠ', '최고']",10,2
9575,"['너무', '재밌', '네요', 'ㅎㅎ', '모두', '들', '연기파', '배우', '라서', '시간', '가', '는', '줄', '모르', '고', '봤', '네요']",10,17
9576,"['조아', '용']",10,2
9577,"['출연', '배우', '들', '모두', '연기', '를', '너무', '잘', '해', '줘서', '감동', '이', '그대로', '잘', '전해진', '것', '같', '습니다', '강추']",10,19
9578,"['난', '엄청', '재밌', '게', '봄']",10,5
9579,"['난', '정말', '이거', '보', '면서', '미친', '듯이', '웃', '다가', '울', '다', '다', '했', '다', '심지어', '남자', '친구', '도', '울', '었', '다', '난', '남자', '친구', '우', '는', '거', '처음', '봤', '돠', '헝', '헝', '이건', '꼭', '봐야', '해', '헝', '헝', 'ㅠㅠ']",10,39
9580,"['이건', '꼭', '봐야', '한다', '년', '만', '에', '울', '었', '다', '가족', '들', '과', '같이', '꼭', '봐야', '한다']",10,17
9581,"['청소년', '시기', '에', '추천', '영화']",10,5
9582,['ㅠㅠㅠㅠ울고웃고최고다'],10,1
9583,"['돈', '주', '고', '봐도', '전혀', '아깝', '지', '않', '은', '영화', 'ㅜㅜ', '시간', '가', '는', '줄', '모르', '고', '봤', '다']",10,19
9584,"['충분히', '아름다운', '영화']",10,3
9585,"['기자', '평론가', '점수', '는', '뭐', '이딴', '식', '이', '지', 'ㅋㅋㅋ', '미친', '개', '웃음', '만', '나오', '네', '그럼', '니', '들', '이', '줄', '수', '있', '는', '최고', '평점', '의', '영화', '는', '뭐', '냐', 'ㅋ', '일반', '인', '점수', '가', '높', '다고', '나', '도']",10,40
9586,"['적당히', '재밌', '고', '적당히', '짠', '한', '영화', '점대', '평점', '은', '이해', '불가']",8,12
9587,"['감동', '적', '이', '면서', '중간', '중간', '에', '웃음', '포인트', '도', '놓치', '지', '않', '는', '센스', '만점', '영화', '울', '다가', '웃', '다가', '를', '반복', '하', '면서', '봤', '네요', '선택', '에', '후회', '가', '남', '지', '않', '는', '영화', '입니다']",10,37
9588,"['그저', '그런', '정말', '솔직히']",5,4
9589,"['울', '었', '음', '처음', '오로']",10,5
9590,"['말', '할', '필요', '가', '없', '는', '최고', '의', '작품', '연기력', '내용', '전개', '감동', '깨알', '웃음', '모두', '최고', '다', '주룩주룩', '흐르', '는', '눈물', '을', '주체', '할', '수', '가', '없', '었', '다', '상반기', '최고', '의', '영화']",10,34
9591,"['이제', '까지', '본', '영화', '중', '에', '처음', '부터', '끝', '까지', '눈', '을', '뗄', '수', '없', '는', '수많', '은', '감동', '과', '나', '를', '다시', '돌아보', '게', '되', '는', '그런', '영화', '하모니', '이후', '로', '이렇게', '울', '어', '본', '것', '도', '첨', '인']",10,40
9592,"['사람', '이', '라는', '게', '느끼', '는', '감정', '이', '다', '다른데', '왜', '난리', '지', '그냥', '보', '고', '감동', '적', '이', '고', '좋', '았', '으면', '점', '주', '는', '거', '지', '뭐']",10,29
9593,"['너무너무', '감동', '적', '이', '고', '잼', '있', '는', '영화', '입니다', '영화', '가', '끝', '나', '도', '한참', '동안', '이나', '여운', '이', '남', '는', '영화', '입니다', '정말', '이', '지', '아주', '오랜만', '에', '감동', '적', '인', '영화', '잘', '봤', '습니다']",10,37
9594,"['막판', '가', '서', '약간', '지루', '한', '감', '이', '있', '었', '지만', '그걸', '감안', '해도', '충분히', '가슴', '따뜻', '해', '지', '는', '영화']",8,21
9595,['최고'],10,1
9596,"['눈물', '이', '나오', '는', '감동', '적', '인', '영화', '였', '습니다']",10,10
9597,"['진짜', '최고']",10,2
9598,"['재밌', '게', '봤', '습니다', '예승', '이', '같', '은', '딸', '가지', '고', '싶', '어요', '너무', '똑똑', '하', '고', '이뻐요']",10,18
9599,"['진짜', '너무', '감동', '이', '였', '다', '웃', '다가', '울', '다가', '역시', '아이돌', '이', '없', '으니깐', '명품', '영화', '가', '됨', '진짜', '슬프', '고', '재밌', '었', '다', '눈물', '이', '안', '날', '수', '는', '없', '을', '듯', '싸이코', '패스', '가', '아닌', '이상']",10,39
9600,"['이', '영화', '를', '풍자', '판타지', '로', '봅시다', '비', '현실', '적', '이', '라고', '비판', '하', '지', '마시', '고', '어른', '들', '을', '위한', '동화', '정도', '로', '만', '생각', '하', '세요', '그리고', '그', '속', '에', '녹', '아', '져', '있', '는', '시회', '비판', '의식']",10,40
9601,"['감정', '이', '매', '마른', '사람', '도', '촉촉히', '적셔', '주', '네요']",10,10
9602,"['한마디', '로', '돈', '아깝', '지', '않', '은', '영화', '다', '남녀', '연인', '간', '의', '사랑', '보다', '깊', '은', '부성애', '로', '독자', '에게', '감동', '를', '주', '었', '고', '사회', '에', '대한', '간접', '적', '인', '비판', '을', '드러냈', '다']",10,36
9603,"['진짜', '감동', 'ㅜㅜ']",10,3
9604,"['늑대소년', '보', '면서', '도', '안', '우', '는', '게', '난데', '난', '왠만', '한', '거', '에', '울', '지', '않', '음', '근데', '이거', '보', '곤', '울', '었', '다', '부당', '한', '권력', '과', '다수', '의', '횡포', '를', '투영', '시켜', '주', '는', '교훈', '적', '인']",10,40
9605,"['설정', '이', '다소', '억지', '가', '있', '지만', '이러', '한', '전개', '는', '현실', '세계', '에서', '있', '을', '법', '한', '것', '으로', '이', '영화', '는', '사실주의', '적', '이', '다', '막말', '하', '지', '않', '았', '으면', '좋', '겠', '다']",10,36
9606,"['웃기', '고', '슬프', '고', 'ㅜㅜ진쨔최고']",10,5
9607,"['정말', '감동', '적', '이', '고', '재미있', '고', '울', '다', '웃', '다', '돈', '아깝', '지', '않', '은', '최고', '의', '영화']",10,19
9608,"['뻔하', '겠', '지', '싶', '어서', '볼', '생각', '없', '다가', '관객', '수', '도', '많', '고', '평점', '도', '좋', '아서', '보', '러', '갔', '는데', '감동', '도', '있', '고', '유머', '도', '있', '고', '참', '좋', '은', '영화', '네요']",9,35
9609,"['류승룡', '지적', '장애', '인데', '말', '이', '너무', '또박또박', '몰입', '에', '방해', '된다', '조승우', '연기', '좀', '배우자', '시선', '처리', '도', '너무', '바보', '같', '지', '않', '더라']",7,25
9610,"['정말', '짱', '이', '엇', '슴니다']",10,5
9611,"['와', '간만에', '정말', '잼', '있', '게', '봤', '음']",10,8
9612,"['최고', '의', '감동', '과', '웃음']",10,5
9613,"['재미', '는', '있', '으나', '너무', '뻔한', '눈물', '뻔', '한', '결말']",8,10
9614,"['콧물', '이', '눈물', '흐르', '듯이', '남']",10,6
9615,['최고'],10,1
9616,"['올', '초', '최고', '의', '감동', '영화', 'ㅠㅠㅠㅠ']",10,7
9617,"['대', '박']",10,2
9618,"['이건', '점', '이', '다', '인간', '이', '라면', '무조건', '이', '다']",10,10
9619,"['다시', '보', '면', '또', '울', '정도', '로', '감동', '깊', '은', '영화', '이', '다']",10,13
9620,"['울', '다가', '웃', '다가', '그냥', '대박', '이', '에요', '요', '근래', '영화', '중', '최고', '최고', '평점', '이', '좋', '은', '이유', '가', '있', '었', '음']",10,23
9621,['대박'],10,1
9622,"['내', '가', '원래', '이런', '거', '안', '쓰', '는', '데', '많', '은', '영화', '보', '고', '이', '영화', '에다가', '처음', '으로', '평점', '써', '보', '네', '나', '이거', '영화관', '에서', '네', '번', '봤', '다', '웃', '다가', '울', '다가', '승질', '낫', '다가', '또', '웃']",10,40
9623,"['대박', '이', '다', '말', '이', '필요', '없', '다']",10,8
9624,"['감동', '웃', '고', '울', '고', '진짜', '너무너무', '대박', 'ㅠㅠ', '또', '보', '고', '싶', '음']",10,14
9625,"['존', '잼']",10,2
9626,"['류승룡', '귀여워', '요', '재밌', '었', '어요', '웃기', '고', '불쌍', '하', '고', '슬퍼서', '눈물', '도', '나오', '고', 'ㅜㅜ']",10,17
9627,"['억지웃음', '을', '유발', '하', '는', '개콘', '은', '공짜', '에', '조금', '이나마', '웃기', '기', '라도', '하', '지', '억지', '눈물', '쥐어짜', '는', '이놈', '의', '거지', '같', '은', '영화', '는', '장면', '장면', '짜증', '만', '유발', '할', '뿐', '이', '었', '음', '이걸', '보', '고']",1,40
9628,"['재밌', '긴', '함', '근데', '좀', '억지', '죄수', '들', '이', '똑똑', '한', '건가', '교도관', '들', '이', '멍청', '한', '건가', '예승', '이', '엄마', '는', '없', '는', '건가', '용구', '에게', '딸', '은', '어떻게', '생긴', '건가', '감동', '없', '는', '웃', '낀', '영화']",5,38
9629,"['잘', '봤', '습니다']",10,3
9630,"['말', '이', '필요', '없', '음']",10,5
9631,"['영화', '는', '이렇게', '만들', '어야', '돼요']",10,6
9632,"['억지', '스', '로운', '장면', '도', '있', '지만', '배우', '들', '의', '연기', '가', '상쇄', '시켜', '주', '네요', '슬프', '기', '도', '슬펐', '어요', '약자', '에', '대한', '사회', '의', '무', '관심', '과', '권력', '을', '가진', '자', '의', '횡포', '도', '볼', '수', '있', '음']",8,40
9633,"['너무', '감동', '적', '이', '고', '슬프', '고', '진짜', '이번', '년', '본', '영화', '중', '최고']",10,14
9634,"['눈물', '이', '그냥', '주룩주룩', 'ㅠㅠㅠㅠㅠㅠ', '류승용', '연기', '대박']",9,8
9635,"['오늘', '번방', '의', '선물', '더디', '어', '조조', '로', '보', '고', '왓', '네요', '최근', '들', '어', '본', '영화', '중', '에', '감동', '과', '미소', '짓', '게', '만든', '영화', '한편', '보', '고', '왓', '네요', '조금', '만', '지루', '해도', '조', '는', '편', '인데', '이']",10,40
9636,"['울릴', '려고', '작정', '한', '신파', '드라마', '주말', '연속극', '스타일', '난', '별로']",1,11
9637,"['진짜', '최고', '글', '모르', '면', '미친', '놈', '아', '진짜', '대박', '웃겼', '음', '예승', '이', '콩', '비타민', 'ㅋㅋ']",10,17
9638,"['마음', '이', '따뜻', '해집니다', '남친', '이랑', '둘', '이', '펑펑', '울', '어서', '오늘', '까지', '눈', '이', '부', '어', '있', '네요', '꼭', '보', '세요', '부성애', '가', '이', '정도', '인지', '새삼', '느꼈', '네요', '강추', '합니다']",10,32
9639,"['배우', '들', '의', '연기', '와', '조화', '가', '좋', '았', '던', '영화', '스토리', '는', '쌩', '뚱', '맞', '아', '보이', '는', '화제', '장면', '을', '제외', '하', '고', '괜찮', '았', '던', '것', '같', '음']",9,31
9640,"['와', '대박', '원래', '영화', '보', '면서', '눈물', '따위', '한', '번', '도', '안', '흘려', '봣는데', '이거', '보', '면서', '두', '번', '울', '었', '다', '울', '었', '다고', '해야', '하나', '꺼이꺼이', '복받쳐', '운', '게', '아니', '라', '눈물', '이', '걍', '질질', '샘']",10,38
9641,"['주변', '에', '추천', '도', '않', '하', '지만', '보', '겠', '다면', '말리', '지', '는', '않', '겠', '네요', '눈물', '은', '나오', '지만', '감동', '은', '없', '는', '특히', '감독', '이', '뭘', '보여', '주', '고', '싶', '었', '는지', '끝', '까지', '모르', '겠', '다는', '개인']",2,40
9642,"['아님', '들', '알', '바', '활동', '좀', '그만', '하', '면', '안', '돼요', '계속', '평점', '떨어지', '잖아', 'ㅡㅡㅡㅡ그리고', '점', '은', '개', '오바']",10,20
9643,"['지금', '까지', '살', '면서', '한국', '영화', '중', '에', '제일', '슬프', '게', '감동', '적', '이', '게', '본', '영화', '이런', '평점', '같', '은', '거', '안', '쓰', '는데', '진짜', '최고', '최고']",10,28
9644,"['류승룡', '이', '죽', '기', '전', '살려', '주', '세요', '잘', '못', '했', '어요', 'ㅠㅠ할때', '개웃', '음', '개웃', '김']",1,17
9645,"['흐', '규', '흐', '규', '너무', '슬퍼요', 'ㅠㅠ']",10,7
9646,"['별로', '안', '슬픔']",1,3
9647,"['개인', '적', '으로', '별로', '추천', '하', '고', '싶', '지', '않', '다', '감동', '적', '이', '라고', '하', '시', '는', '분', '들', '많', '은데', '내', '가', '이상', '한', '건가', '하', '는', '생각', '도', '많이', '하', '게', '된', '영화', '별', '로', '웃기', '지']",4,40
9648,"['첫', '부분', '은', '재', '밋', '고', '끝', '부분', '부터', '는', '진짜', '너무', '할', '정도', '로', '경찰', '쪽', '이', '비겁', '하', '고', '진짜', '슬프', '고', '너무', '감동', '적', '이', '었', '습니다', '영화', '보', '는', '내내', '화장', '은', '했', '지만', '화장', '을']",10,40
9649,"['시간', '반', '내내', '울', '었', '던', '것', '같', '다', 'ㅠㅠ', '나와서', '머리', '가', '띵', '할', '정도', '로', '좀', '억지', '스러운', '부분', '도', '있', '지만', '영화', '니까']",10,26
9650,['ㅠㅠ'],10,1
9651,"['재', '밋', '고', '슬', '픔ㅠ', '아완', '전경', '찰시', '끼', '들', '도', '짱나', '고', 'ㅜ', '예승', '이', '가', '얼마나', '이쁘', '던지', '류승룡', '이', '아저씬', '진짜', '너무', '좋', '다', 'ㅋㅋㅋ', '류승룡', '색다른', '모습', '본', '것', '만', '해도', '난', '반', '은', '먹', '고']",10,40
9652,"['개', '감동']",10,2
9653,['ㅇ'],10,1
9654,"['이런', '것', '이', '구나', '평점', '에', '속아', '영화', '본', '기분', '이']",6,11
9655,"['엄청', '울', '었', '습니당', 'ㅠㅠ']",10,5
9656,"['최고', 'ㅠㅠ']",10,2
9657,"['두', '번', '봤', '는데', '두', '번', '다', '펑펑', 'ㅠ']",10,9
9658,"['손수건', '필수', '입니다']",10,3
9659,"['아니', '평점', '점', '주', '는', '것', '들', '은', '얼마나', '재밌', '고', '슬픈', '영화', '를', '본', '거', '임', '그런', '영화', '있', '음', '소개', '라도', '시켜', '줘라']",10,25
9660,"['스토리', '만', '약간', '수정', '했어도', '최고', '의', '코미디', '흥행', '장르', '가', '아닐까', '조심', '스럽', '게', '생각', '해', '봅니다']",9,18
9661,"['평점', '쓰', '는', '거', '처음', '이', '예요', '배우', '들', '연기력', '두', '너무', '좋', '구요', '감동', '과', '웃음', '을', '준', '너무', '재미있', '게', '본', '영화', '예요']",9,25
9662,"['울', '다', '웃', '다', '울', '다', '웃', '다', '스토리', '는', '좀', '억지', '스러운', '부분', '도', '있', '는데', '배우', '들', '의', '연기력', '때문', '에', '밤잠', '설칠', '정도', '네요']",10,27
9663,"['진짜', '재밌', '어요', '감동', '적', '이', '고', '애기', '가', '연기', '를', '너무', '귀엽', '게', '잘', '하', '고', '진짜', '짱', '이', '에요']",10,21
9664,"['지금', '까지', '본', '영화', '중', '에', '제일', '슬펐', '던', '영화', '진짜', '짠하', '고', '슬프', '고', 'ㅠㅠㅠㅠㅠ']",10,16
9665,"['주변', '사람', '들', '이', '울', '다', '웃', '다', '한다기', '에', '정말', '그럴지', '의문', '이', '들', '엇', '는데', '정말', '보', '면서', '감동', '이', '엇', '어요', 'ㅠ안보면후회하는영화라고생각해요ㅎㅎ']",10,25
9666,['최고'],10,1
9667,"['굉장히', '뻔한', '스토리', '억지', '스럽', '게', '눈물', '저', '평점', '은', '정말', '이', '지', '이해', '가', '안', '된다']",6,17
9668,"['년', '최고', '의', '영화', '로', '남', '을', '작품']",10,8
9669,"['울보', '라는', '별명', '을', '만들', '어', '준', '영화']",10,8
9670,"['울', '고', '싶', '을', '때', '웃', '고', '싶', '을', '때', '꼭', '보', '세요', '슬픈', '마음', '던지', '고', '따뜻', '한', '마음', '으로', '돌아갑니다']",10,22
9671,"['정말', '펑펑', '울', '고', '왔', '습니다', 'ㅜㅜ']",10,7
9672,"['대', '박']",10,2
9673,"['눈물', '까지', '흘리', '진', '않', '았', '지만', '웃기', '고', '감동', '적', '이', '고', '정말', '재밌', '네요']",10,16
9674,"['손수건', '안', '챙긴', '걸', '엄청', '후회', '하', '면서', '본', '영화', '예요', '넘', '감동', '적', '이', '었', '답니다', '손수건', '꼭', '챙겨', '가', '세요']",10,22
9675,"['평점', '은', '절대', '아니', '다', '볼', '만', '했', '지만', '억지', '감동']",1,11
9676,"['생각', '했', '던', '것', '보단', '별로', '엿', '다', '스토리', '가', '조금', '억지', '스럽', '지', '않', '앗', '는가', '싶', '음', '그래도', '볼', '만', '은', '했', '음']",8,25
9677,"['진자', '루', '말', '이', '필요', '없', '어요', '두', '번', '보', '아도', '감동', '이', '밀려', '와요']",10,15
9678,"['말', '이', '필요', '없', '다']",10,5
9679,"['펑펑', '움']",10,2
9680,"['솔직', '하', '게', '점', '바보', '연기', '어색', '해서', '집중', '안', '됨', '억지로', '쥐어짜', '는', '듯', '한', '스토리', '별', '로', '였', '음', '영화', '하모니', '와', '배경', '스토리', '등', '이', '많이', '비슷', '함', '하모니', '가', '훨씬', '슬픔', '많이', '슬프', '지', '도', '않']",6,40
9681,"['지금', '막', '보', '고', '나왔', '습니다', 'ㅠㅜ', '재밌', '으면서', '슬퍼요', '엄청', '울', '었', '어요', '점', '이', '아깝', '지', '않', '습니다']",10,20
9682,"['마지막', '에', '아빠', '울', '떄', '생각', '하', '면', '지금', '도', '소름', '이', '돋', '는다', '또', '보', '고', '울', '고', '싶', '은', '영화']",10,22
9683,"['웃음', '보단', '진한', '감동', '이', '먼저', '인', '최고', '의', '영화']",10,10
9684,"['이', '영화', '재미', '없', '다는', '놈', '들', '은', '싸이코', '패스', '냐']",10,11
9685,"['진짜', '펑펑', '울', '었', '네요', '재미', '와', '감동', '둘', '다', '잘', '잡', '은', '것', '같', '아요', '류승룡', '씨', '연기', '너무', '멋있', '어요', '진짜', '쇄골', '에', '눈물', '고일', '정도', '로', '울', '었', '어요']",10,32
9686,"['감동', '그', '자체', '의', '영화', 'ㅠㅠ']",10,6
9687,"['배우', '님', '들', '연기', '너무', '잘', '하', '셔서', '울', '고', '웃', '고', 'ㅠㅠ', '짱']",10,14
9688,['짱'],10,1
9689,"['정말', '좋', '은', '영화', '였', '습니다']",10,6
9690,"['재밌', '고', '슬퍼요', 'ㅜㅜ']",10,4
9691,['굳'],10,1
9692,"['정말', '마음', '따뜻', '해', '지', '는', '영화', '엿', '어요', '류승룡', '씨', '바보', '연기', '쫌', 'ㄹ', '인', '기탈', '꺼', '같', '은데요', 'ㅋㅋㅋ', '다', '들', '연기', '도', '잘', '하', '시', '고', '재', '밋', '엇', '어요']",10,33
9693,"['완전', '감동', '이', '오', '사람', '심장', '을', '들', '었', '다', '놨다', '조였', '다', '풀', '었', '다', '하', '네요', '이런', '감동', '은', '처음', '이', '었', '습니다', 'ㅎㅎ']",10,26
9694,"['저', '이거', '영화관', '에서', '번', '봄', 'ㅜㅜ진짜', '잘', '만들', '은', '것', '같', '아', 'ㅜ']",10,14
